"","period","dias_rest","Comuns","Cs","CUP","ERC","Junts","PDeCAT","PP","PSC","Vox","Comuns.Enc","Cs.Enc","CUP.Enc","ERC.Enc","Junts.Enc","PP.Enc","PSC.Enc","Vox.Enc","PDeCAT.Enc"
"386",2019-02-08,737,7.6,23.2,6.3,23.7,17.8,NA,4,14.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2019-02-09,736,7.6,23.2,6.3,23.7,17.8,NA,4,14.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",2019-02-10,735,7.6,23.2,6.3,23.7,17.8,NA,4,14.9,1.8,7.5,21.5,6.5,25.5,15,4,15.5,2.5,NA
"389",2019-02-11,734,7.6,23.2,6.3,23.7,17.8,NA,4,14.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",2019-02-12,733,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",2019-02-13,732,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",2019-02-14,731,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",2019-02-15,730,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",2019-02-16,729,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",2019-02-17,728,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",2019-02-18,727,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",2019-02-19,726,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",2019-02-20,725,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",2019-02-21,724,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",2019-02-22,723,7.6,23.1,6.3,23.8,17.7,NA,4,14.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",2019-02-23,722,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2019-02-24,721,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2019-02-25,720,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2019-02-26,719,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2019-02-27,718,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2019-02-28,717,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",2019-03-01,716,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",2019-03-02,715,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2019-03-03,714,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",2019-03-04,713,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",2019-03-05,712,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",2019-03-06,711,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2019-03-07,710,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",2019-03-08,709,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",2019-03-09,708,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",2019-03-10,707,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",2019-03-11,706,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",2019-03-12,705,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",2019-03-13,704,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",2019-03-14,703,7.6,23.1,6.3,23.8,17.7,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",2019-03-15,702,7.6,23.1,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",2019-03-16,701,7.6,23.1,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",2019-03-17,700,7.6,23.1,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",2019-03-18,699,7.6,23.1,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",2019-03-19,698,7.6,23.1,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",2019-03-20,697,7.6,23.1,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",2019-03-21,696,7.6,23.1,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",2019-03-22,695,7.6,23.1,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",2019-03-23,694,7.6,23.1,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",2019-03-24,693,7.6,23,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",2019-03-25,692,7.6,23,6.3,23.9,17.6,NA,4,15,2,7,21.6,6.5,28.1,14.9,4,16.5,NA,NA
"432",2019-03-26,691,7.6,23,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",2019-03-27,690,7.6,23,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",2019-03-28,689,7.6,23,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",2019-03-29,688,7.6,23,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",2019-03-30,687,7.6,23,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",2019-03-31,686,7.6,23,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",2019-04-01,685,7.6,23,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",2019-04-02,684,7.6,23,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",2019-04-03,683,7.6,23,6.3,23.9,17.6,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",2019-04-04,682,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",2019-04-05,681,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",2019-04-06,680,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",2019-04-07,679,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",2019-04-08,678,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",2019-04-09,677,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",2019-04-10,676,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",2019-04-11,675,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",2019-04-12,674,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",2019-04-13,673,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",2019-04-14,672,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",2019-04-15,671,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",2019-04-16,670,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",2019-04-17,669,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",2019-04-18,668,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",2019-04-19,667,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",2019-04-20,666,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",2019-04-21,665,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",2019-04-22,664,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",2019-04-23,663,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",2019-04-24,662,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",2019-04-25,661,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",2019-04-26,660,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",2019-04-27,659,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",2019-04-28,658,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",2019-04-29,657,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",2019-04-30,656,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",2019-05-01,655,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",2019-05-02,654,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",2019-05-03,653,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",2019-05-04,652,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",2019-05-05,651,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",2019-05-06,650,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",2019-05-07,649,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",2019-05-08,648,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",2019-05-09,647,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",2019-05-10,646,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",2019-05-11,645,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",2019-05-12,644,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",2019-05-13,643,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",2019-05-14,642,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",2019-05-15,641,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",2019-05-16,640,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",2019-05-17,639,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",2019-05-18,638,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",2019-05-19,637,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",2019-05-20,636,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",2019-05-21,635,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",2019-05-22,634,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",2019-05-23,633,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",2019-05-24,632,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",2019-05-25,631,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",2019-05-26,630,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",2019-05-27,629,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",2019-05-28,628,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",2019-05-29,627,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",2019-05-30,626,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",2019-05-31,625,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",2019-06-01,624,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",2019-06-02,623,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",2019-06-03,622,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",2019-06-04,621,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",2019-06-05,620,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",2019-06-06,619,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",2019-06-07,618,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",2019-06-08,617,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",2019-06-09,616,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",2019-06-10,615,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",2019-06-11,614,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",2019-06-12,613,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",2019-06-13,612,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",2019-06-14,611,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",2019-06-15,610,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",2019-06-16,609,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",2019-06-17,608,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",2019-06-18,607,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",2019-06-19,606,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",2019-06-20,605,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",2019-06-21,604,7.6,23,6.3,24,17.5,NA,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",2019-06-22,603,7.6,23,6.3,24,17.5,NA,4,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",2019-06-23,602,7.6,22.9,6.3,24,17.5,NA,4,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",2019-06-24,601,7.6,22.9,6.3,24,17.5,NA,4,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",2019-06-25,600,7.6,22.9,6.3,24,17.5,NA,4,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",2019-06-26,599,7.6,22.9,6.3,24.1,17.5,NA,4,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",2019-06-27,598,7.6,22.9,6.3,24.1,17.5,NA,4,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",2019-06-28,597,7.6,22.8,6.3,24.1,17.5,NA,4,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",2019-06-29,596,7.6,22.8,6.3,24.1,17.5,NA,4,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528",2019-06-30,595,7.6,22.8,6.3,24.1,17.5,NA,4,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",2019-07-01,594,7.6,22.8,6.3,24.1,17.5,NA,4,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",2019-07-02,593,7.6,22.7,6.3,24.1,17.4,NA,4,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",2019-07-03,592,7.6,22.7,6.3,24.1,17.4,NA,4,15.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",2019-07-04,591,7.6,22.7,6.3,24.1,17.4,NA,4,15.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",2019-07-05,590,7.6,22.6,6.3,24.1,17.4,NA,4,15.3,2,7,16.5,5.5,26.5,16.5,4,20,NA,NA
"534",2019-07-06,589,7.6,22.6,6.3,24.1,17.4,NA,4,15.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535",2019-07-07,588,7.6,22.6,6.3,24.2,17.4,NA,4,15.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",2019-07-08,587,7.6,22.5,6.3,24.2,17.4,NA,4,15.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",2019-07-09,586,7.6,22.5,6.3,24.2,17.4,NA,4,15.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",2019-07-10,585,7.6,22.5,6.3,24.2,17.4,NA,4,15.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",2019-07-11,584,7.6,22.5,6.3,24.2,17.4,NA,4,15.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",2019-07-12,583,7.6,22.4,6.3,24.2,17.4,NA,4,15.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",2019-07-13,582,7.6,22.4,6.3,24.2,17.4,NA,4,15.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",2019-07-14,581,7.6,22.4,6.3,24.2,17.4,NA,4,15.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",2019-07-15,580,7.6,22.4,6.3,24.2,17.4,NA,4,15.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544",2019-07-16,579,7.6,22.3,6.3,24.2,17.4,NA,4,15.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545",2019-07-17,578,7.6,22.3,6.3,24.3,17.4,NA,4,15.5,2,7.1,14.1,6.1,26.7,15.3,6.2,20.1,2.1,NA
"546",2019-07-17,578,7.6,22.3,6.3,24.3,17.4,NA,4,15.5,2,9.5,17,5.2,26.5,16.6,3.5,18.7,NA,NA
"547",2019-07-18,577,7.6,22.3,6.2,24.3,17.4,NA,4,15.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",2019-07-19,576,7.6,22.2,6.2,24.3,17.4,NA,4,15.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",2019-07-20,575,7.6,22.2,6.2,24.3,17.4,NA,4.1,15.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",2019-07-21,574,7.6,22.2,6.2,24.3,17.3,NA,4.1,15.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",2019-07-22,573,7.6,22.1,6.2,24.3,17.3,NA,4.1,15.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",2019-07-23,572,7.6,22.1,6.2,24.3,17.3,NA,4.1,15.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",2019-07-24,571,7.6,22.1,6.2,24.3,17.3,NA,4.1,15.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554",2019-07-25,570,7.6,22,6.2,24.4,17.3,NA,4.1,15.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555",2019-07-26,569,7.6,22,6.2,24.4,17.3,NA,4.1,15.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556",2019-07-27,568,7.6,22,6.2,24.4,17.3,NA,4.1,15.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557",2019-07-28,567,7.6,22,6.2,24.4,17.3,NA,4.1,15.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558",2019-07-29,566,7.6,21.9,6.2,24.4,17.3,NA,4.1,15.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",2019-07-30,565,7.6,21.9,6.2,24.4,17.3,NA,4.1,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",2019-07-31,564,7.6,21.9,6.2,24.4,17.3,NA,4.1,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",2019-08-01,563,7.6,21.9,6.2,24.4,17.3,NA,4.1,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562",2019-08-02,562,7.6,21.8,6.2,24.4,17.3,NA,4.1,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563",2019-08-03,561,7.6,21.8,6.2,24.4,17.3,NA,4.1,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564",2019-08-04,560,7.6,21.8,6.2,24.4,17.3,NA,4.1,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565",2019-08-05,559,7.6,21.8,6.2,24.5,17.3,NA,4.1,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566",2019-08-06,558,7.6,21.8,6.2,24.5,17.2,NA,4.1,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567",2019-08-07,557,7.6,21.8,6.2,24.5,17.2,NA,4.1,15.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568",2019-08-08,556,7.6,21.7,6.2,24.5,17.2,NA,4.1,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569",2019-08-09,555,7.6,21.7,6.2,24.5,17.2,NA,4.1,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",2019-08-10,554,7.6,21.7,6.2,24.5,17.2,NA,4.1,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",2019-08-11,553,7.6,21.7,6.2,24.5,17.2,NA,4.1,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",2019-08-12,552,7.6,21.7,6.2,24.5,17.2,NA,4.1,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",2019-08-13,551,7.6,21.6,6.2,24.5,17.2,NA,4.1,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",2019-08-14,550,7.6,21.6,6.2,24.5,17.2,NA,4.1,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",2019-08-15,549,7.6,21.6,6.2,24.5,17.2,NA,4.1,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",2019-08-16,548,7.6,21.6,6.2,24.5,17.2,NA,4.2,15.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",2019-08-17,547,7.6,21.6,6.2,24.5,17.2,NA,4.2,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",2019-08-18,546,7.6,21.6,6.2,24.5,17.2,NA,4.2,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",2019-08-19,545,7.6,21.5,6.2,24.5,17.2,NA,4.2,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",2019-08-20,544,7.6,21.5,6.2,24.6,17.2,NA,4.2,16,2,7.1,14.5,6,26.4,15.5,6,20.3,2,NA
"581",2019-08-21,543,7.6,21.5,6.2,24.6,17.1,NA,4.2,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",2019-08-22,542,7.6,21.5,6.2,24.6,17.1,NA,4.2,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",2019-08-23,541,7.6,21.5,6.2,24.6,17.1,NA,4.2,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",2019-08-24,540,7.6,21.5,6.2,24.6,17.1,NA,4.2,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",2019-08-25,539,7.6,21.5,6.2,24.6,17.1,NA,4.2,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",2019-08-26,538,7.6,21.4,6.2,24.6,17.1,NA,4.2,16.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",2019-08-27,537,7.6,21.4,6.2,24.6,17.1,NA,4.2,16.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",2019-08-28,536,7.6,21.4,6.2,24.6,17.1,NA,4.2,16.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",2019-08-29,535,7.6,21.4,6.2,24.6,17.1,NA,4.2,16.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",2019-08-30,534,7.6,21.4,6.2,24.6,17.1,NA,4.2,16.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
